record_id,WCR,GP_MPa,grout_take_L_per_m,grouting_time_h,depth_m,section_length_m,pre_lugeon,acceptance_threshold_lu,post_lugeon,allowable_GP_MPa,min_WCR,max_WCR,max_grout_take_L_per_m,max_grouting_time_h
SYN-0030,1.1553321691537963,1.0209456159381478,32.75389426692965,7.347360068603374,234.7196970021538,5.920429534617458,2.211152070858129,5.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0031,1.345280848549519,0.5393328389494557,21.898042469852083,8.205110220752058,41.086106185743034,7.110591219571811,2.4956774985326313,1.0,1.903462811763117,1.5,0.6,3.0,60.0,16.0
SYN-0032,1.548765036001759,0.7854998579018968,8.555465127320002,5.911624927427181,193.1142441427526,7.273943977573413,0.5357197735525759,0.6,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0033,0.6938874814254574,0.630462114036732,13.83133888642358,6.684313209538171,341.856951234005,5.083961785706944,1.4117415118874237,1.0,0.3155666900206061,1.5,0.6,3.0,60.0,16.0
SYN-0034,1.6506504259854102,1.0208817811760929,28.214331011212103,4.611043460095662,105.23461008890979,6.8278413322213405,0.6389230282537719,2.0,0.8468748058042852,1.5,0.6,3.0,60.0,16.0
SYN-0035,1.289708647415652,0.5035582134579984,46.67836196101922,5.745906063510064,143.361512658415,6.619929341935121,4.109640627599247,2.0,2.3989371191531412,1.5,0.6,3.0,60.0,16.0
SYN-0036,1.3467055036186089,0.5028411532591215,13.322009010757105,1.7727691365606022,213.42543804508543,6.085524660687067,1.2253788019572964,5.0,1.622734328696553,1.5,0.6,3.0,60.0,16.0
SYN-0037,1.1386296709688073,0.8350584711108722,12.043116537158953,1.5517849157458334,285.0420576609887,7.367989206977604,0.8475943754778932,5.0,11.551552388824087,1.5,0.6,3.0,60.0,16.0
SYN-0038,1.6710604239487896,0.9793361763660067,30.81812763546245,6.1330218788875985,189.2002339961718,6.792673026948912,1.9659507707754387,2.0,0.5290145315814192,1.5,0.6,3.0,60.0,16.0
SYN-0039,1.0206194364831687,0.8436111761156265,6.142897788969681,5.9982627981471905,140.18064885295175,4.852200256852661,1.4895396270305223,2.0,2.655638917543458,1.5,0.6,3.0,60.0,16.0
SYN-0040,0.6,1.0030149378802538,57.07401398217209,4.812552362019479,296.17928887017797,7.385586499512518,0.9278375673114372,3.0,1.3552958992416446,1.5,0.6,3.0,60.0,16.0
SYN-0041,1.5745590124456734,1.1685769205345422,5.499584292981827,4.6998621990581375,167.725309635004,6.292653768632176,1.799925726337246,5.0,2.8901887600541003,1.5,0.6,3.0,60.0,16.0
SYN-0042,0.9061964575251585,1.2443546894080948,17.62919436650798,4.7546618021706735,229.63298957569774,6.768031927642769,0.7060064742600144,2.0,0.11116480064788527,1.5,0.6,3.0,60.0,16.0
SYN-0043,1.292420775455808,0.8951269394497101,37.37479635297237,7.002847021329133,190.68393823020972,5.45951408661327,1.197163655398527,1.0,0.6425688077738008,1.5,0.6,3.0,60.0,16.0
SYN-0044,1.064198478721555,0.7561305385217884,13.85978117808063,5.717226715521802,216.9937459594327,6.4075621575778685,0.6194289324176806,1.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0045,1.1742802539910853,0.4990539225255641,15.306511098096108,5.465684639780597,65.93970200160476,7.053178177365339,1.4488413351894252,2.0,12.246232107051165,1.5,0.6,3.0,60.0,16.0
SYN-0046,0.8651481322056319,0.8336896532177447,8.706049523113972,6.276715372009333,251.48778290329884,6.039932081063274,1.960985634584055,2.0,2.237147151069861,1.5,0.6,3.0,60.0,16.0
SYN-0047,1.422615496443664,0.6835330124148233,13.572080219674278,3.0324760235419133,57.46411890863082,5.046504900931862,0.9491338365027577,3.0,7.096312488600821,1.5,0.6,3.0,60.0,16.0
SYN-0048,0.6442153319242073,1.2067863738051214,8.945402259353356,4.716020067271907,206.18852299407763,5.779881758389321,0.6438477039917396,2.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0049,0.9679930390472649,0.8804740416313827,15.196001811983313,6.5975947359747344,122.96858948653986,6.315443179214691,1.4090340928303233,1.0,1.0912575424987052,1.5,0.6,3.0,60.0,16.0
SYN-0050,1.1782185209269396,0.6169856898093679,3.1377539810262025,5.923859359579734,200.36016466040726,6.828644499554905,1.7464292294824981,1.0,1.4263622848105704,1.5,0.6,3.0,60.0,16.0
SYN-0051,1.1678454286337068,1.0285276353800343,22.29713579086863,4.762023447935531,225.35516474893072,5.858156883776027,1.936486508366106,2.0,2.2156279524793474,1.5,0.6,3.0,60.0,16.0
SYN-0052,1.2408641968225886,0.8651573371915559,16.966713182210977,3.3453929016843427,289.5973969086113,5.355640437539025,2.597336302711409,0.6,2.7402653322782125,1.5,0.6,3.0,60.0,16.0
SYN-0053,1.1041329960175923,0.48240316154249846,2.143040164476979,5.1353173432758465,110.59910314986931,7.27656681909665,0.9584306335301682,2.0,1.8632163487846327,1.5,0.6,3.0,60.0,16.0
SYN-0054,1.2619871809105323,0.6542587358931643,9.736456982872658,3.1783970928641443,285.3810412600973,5.675479694015084,3.6472917054954452,3.0,1.2670926320336724,1.5,0.6,3.0,60.0,16.0
SYN-0055,1.120944184234865,0.9881317078196687,11.461317791206152,2.847864763503952,203.07204152904055,6.283544228866771,2.0697845662879923,3.0,7.895801067917519,1.5,0.6,3.0,60.0,16.0
SYN-0056,1.438915899452228,1.2046788516507023,40.218692550567425,7.405718176305,135.33869877843352,6.88734536008297,1.0644085931268659,2.0,0.8696088038319929,1.5,0.6,3.0,60.0,16.0
SYN-0057,0.9862703670714494,0.5253947697402624,25.533704364638478,6.670158677101467,210.47943910974337,6.16870294447287,2.014038575808068,2.0,0.9219759446373657,1.5,0.6,3.0,60.0,16.0
SYN-0058,0.8961819142938745,0.3,26.693819711535575,4.888722315263605,170.55837712330703,6.2544600152354395,0.848293589830251,2.0,2.9414048692373993,1.5,0.6,3.0,60.0,16.0
SYN-0059,1.0765453137983725,0.7986171646527713,23.159663209042563,4.281941470927716,281.0015136330357,6.723742853474559,1.6101594046882872,2.0,2.5967576365746714,1.5,0.6,3.0,60.0,16.0
SYN-0060,1.1636907559914451,0.8168973553128657,28.868824040832166,5.823039499827097,177.9228503968209,6.3931288774068715,3.1072226090180775,3.0,1.352005577783859,1.5,0.6,3.0,60.0,16.0
SYN-0061,1.9256653081571906,0.8986892972511771,9.93560416175654,4.469697025551582,220.0917928022463,6.2662748431444255,2.8074764231723637,2.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0062,0.6,1.2150294737720133,8.998022645407628,5.645824854785886,146.71674231970457,6.03254226697717,2.1308466197758897,3.0,2.2002076696299304,1.5,0.6,3.0,60.0,16.0
SYN-0063,0.6,0.87666675216743,4.2744006261952565,6.4487941765291685,139.66839768290055,6.572133982529309,0.6258151662061922,5.0,1.5155639809595622,1.5,0.6,3.0,60.0,16.0
SYN-0064,0.8891565376774205,1.0154987406588456,31.255643482316525,4.919872184576625,209.27547315612503,5.813172078315097,0.8972283129414035,2.0,0.021172350215952984,1.5,0.6,3.0,60.0,16.0
SYN-0065,0.6281334115853369,0.5524824028108812,4.647333945765816,3.183039951901241,114.32669249798478,6.654965792359206,2.27897541834851,1.0,11.75971683400007,1.5,0.6,3.0,60.0,16.0
SYN-0066,1.706739106136788,0.8928828232569036,18.64845308936306,5.645900472124271,143.3543063788499,6.495039237117394,0.6930079980799184,1.0,2.346179097189043,1.5,0.6,3.0,60.0,16.0
SYN-0067,2.1544222987059594,1.2948744858302765,18.867242479809793,5.450945667128075,267.60459757565127,7.880044456377087,1.2691343164230366,2.0,0.0331904220322575,1.5,0.6,3.0,60.0,16.0
SYN-0068,1.3229952949825372,0.6211247214207501,6.824475052025855,4.760437126287434,132.40967287186493,6.214078996140398,2.343628598624126,5.0,0.15289815739474083,1.5,0.6,3.0,60.0,16.0
SYN-0069,1.2716785154684265,0.6566074958702648,5.194278976439705,4.693949396780356,209.75649578521,6.0961677815472095,2.530798969026376,2.0,0.33288242185812783,1.5,0.6,3.0,60.0,16.0
SYN-0070,1.4849552861947053,0.8333858242241151,21.57893861886025,7.401519638482354,163.46904860832421,7.31092267148524,3.078537082210482,2.0,0.02383711781053331,1.5,0.6,3.0,60.0,16.0
SYN-0071,1.237110228740848,0.7761353816578358,32.55514936460511,2.134694007283566,196.2078960285172,6.479919190022464,1.27891190498519,2.0,1.6274986932138846,1.5,0.6,3.0,60.0,16.0
SYN-0072,1.651257082936632,0.8831275911828271,7.991762557141265,7.971369076544275,30.0,7.5270023166503925,1.4601263873696015,2.0,0.4770464892703129,1.5,0.6,3.0,60.0,16.0
SYN-0073,1.1788365125096978,0.7067828755248267,10.359069236698257,5.0215947241062535,177.54988173362764,6.569373965328655,1.6760787487948599,5.0,2.1885872849974,1.5,0.6,3.0,60.0,16.0
SYN-0074,0.9911687475805688,0.3,13.681466671858228,5.278143845968281,100.08716973086948,5.589469116132944,1.2935976500379298,2.0,9.152153714911305,1.5,0.6,3.0,60.0,16.0
SYN-0075,1.261211209395853,1.0992316360133352,14.75528372002842,5.264349752501733,196.06147022471882,6.333888518022707,0.9912796243053321,1.0,1.2662318841116247,1.5,0.6,3.0,60.0,16.0
SYN-0076,0.9213683004974313,0.7082002497866031,1.2317409427041408,3.327242833143413,196.63179849939155,5.931940313363267,2.4458017119633606,3.0,2.059265117666547,1.5,0.6,3.0,60.0,16.0
SYN-0077,1.0790193800291563,0.8843084673976555,0.9566521206299919,5.668605728943294,201.5957102483108,5.473232442179779,0.7306391737803469,2.0,0.33420032220696066,1.5,0.6,3.0,60.0,16.0
SYN-0078,1.0090195126053465,0.6608246347889393,8.712739937601473,4.580859858344921,142.83826060295195,6.690354992045681,1.1828574239530791,0.6,0.9732905946168537,1.5,0.6,3.0,60.0,16.0
SYN-0079,0.9030435625243456,0.6553902549781,8.79067543079946,7.763487821167621,187.86570105451247,6.343711237737248,3.340279357007762,2.0,1.106688019254353,1.5,0.6,3.0,60.0,16.0
SYN-0080,1.3318506128530594,0.5387919984169205,6.231603290912384,2.949620955500982,155.88459051161848,5.8202026835661504,0.8528416145798606,2.0,3.4114249307210596,1.5,0.6,3.0,60.0,16.0
SYN-0081,1.674608361084158,0.44107739614362884,47.656202515962306,6.720276304877578,254.58458231039754,7.216997714046608,0.9907092637952756,2.0,0.71106892579338,1.5,0.6,3.0,60.0,16.0
SYN-0082,1.047675219124952,0.3,0.6985760624315508,4.0858197204754285,99.70616132978263,6.552790117085714,1.0943281997670535,1.0,4.775518134147933,1.5,0.6,3.0,60.0,16.0
SYN-0083,0.6149850760592763,1.074473151240012,19.979100723201576,4.818613204746104,181.99890816253327,7.0031489424253515,1.1231734606338635,2.0,2.7298750997675656,1.5,0.6,3.0,60.0,16.0
SYN-0084,0.9490541259539613,0.5400636060884305,6.617503801205207,7.872167289925543,107.63366495943572,5.860728646415718,1.0791094526155314,0.6,1.4016790647332105,1.5,0.6,3.0,60.0,16.0
SYN-0085,0.7521358642809557,0.8882356396527754,2.741691565599283,4.3829874142157,170.28918870959785,5.364724482813606,0.8654919963558324,0.6,1.5430433337073275,1.5,0.6,3.0,60.0,16.0
SYN-0086,1.463546154288585,0.5721081145797897,4.365251732081465,5.0123482078728845,196.05945346649338,7.718314310477565,2.049379982204235,2.0,3.4291325623976405,1.5,0.6,3.0,60.0,16.0
SYN-0087,1.3870245470688196,1.2974294482374606,23.07632975459736,8.78474836533162,157.00826664786604,5.229195559993318,1.9760786274327138,3.0,0.7476038618660985,1.5,0.6,3.0,60.0,16.0
SYN-0088,0.6,1.1627218351775583,23.887580126890118,6.524728234592885,167.5602428789284,7.044792151391892,1.0732575907031117,2.0,2.8678542780264826,1.5,0.6,3.0,60.0,16.0
SYN-0089,0.8174454599541933,0.6535797172943354,34.040285965938544,3.2870326177717137,80.16717716366686,6.405832465752377,3.4906605551024033,5.0,2.7240502982241765,1.5,0.6,3.0,60.0,16.0
SYN-0090,1.1177578058298299,0.5866575153133827,5.951432798284754,4.782488573791344,167.59963300662557,6.594770098834888,2.3897408084079186,3.0,4.634020938662362,1.5,0.6,3.0,60.0,16.0
SYN-0091,1.034172169113286,1.0860656998364178,8.037028068171162,5.479967115314953,231.97862789847758,6.180158818293489,1.7448533667008,2.0,0.05010593596600463,1.5,0.6,3.0,60.0,16.0
SYN-0092,1.371045372965686,0.5665569702537073,9.059935524177098,5.569404218853485,213.03862268305383,7.499029573148042,1.2378900935693624,2.0,0.47104501001253807,1.5,0.6,3.0,60.0,16.0
SYN-0093,0.9853403810846146,1.4246853468724718,11.532032005064554,2.502065116433856,167.19562211672658,5.95273704265169,1.2328468087855604,1.0,1.5026246258869582,1.5,0.6,3.0,60.0,16.0
SYN-0094,0.9136788456778597,0.9744998053574457,23.429854687968163,4.770663327838516,151.85728965564775,6.689331260244752,0.5654119380167476,1.0,2.8793705713941775,1.5,0.6,3.0,60.0,16.0
SYN-0095,1.253584208805355,1.1595303349745978,39.61486553286138,6.188917809521435,262.306098331982,5.390858887895098,2.2938434864641475,2.0,1.5250250503056444,1.5,0.6,3.0,60.0,16.0
SYN-0096,0.9344822506256251,0.7292868007134061,14.519075576430104,5.919869326069789,199.55942793839503,7.127168387786199,0.8536652704806814,2.0,0.09595337784393168,1.5,0.6,3.0,60.0,16.0
SYN-0097,0.9143970971520621,0.8886762373546591,2.0083617906263167,3.93287550070469,148.4871541520531,6.271072456255164,0.8926742850060334,3.0,0.8643398678433525,1.5,0.6,3.0,60.0,16.0
SYN-0098,1.2623460700315372,1.2953979491797685,3.631068522875683,6.966750849308735,223.68807733111612,6.347935839678611,1.7568302297826617,2.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0099,0.6,0.9528415335161076,22.033469041419153,6.4771307135213085,138.25624236996592,5.859734001545337,1.1428367646777124,2.0,0.2338869089241075,1.5,0.6,3.0,60.0,16.0
SYN-0100,1.6190985060547867,1.2497851493417915,2.1142012042657123,5.520937610331511,196.22967455119976,6.231433306801763,1.4113186585207715,2.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0101,0.7967709909102816,0.8098874995191597,1.954585115353252,3.9580682996141006,153.91930081921544,6.965778140825222,1.3994688055482143,2.0,0.7219239912841664,1.5,0.6,3.0,60.0,16.0
SYN-0102,0.6,1.0698626059680203,9.046492280090016,5.951364448115114,149.22364488919473,6.361124933084343,1.3535142258028863,2.0,0.5896838658291885,1.5,0.6,3.0,60.0,16.0
SYN-0103,1.6098462771290927,0.6327995826873234,21.97360538011364,4.7923188079320225,196.72576808361543,5.988416179178888,2.0957639807521837,2.0,1.1008047329217394,1.5,0.6,3.0,60.0,16.0
SYN-0104,0.8799844099799161,0.6087366726398112,8.575674661824824,6.863519374257862,66.61696879562545,6.091825432117549,0.681087006113539,2.0,1.091639567072603,1.5,0.6,3.0,60.0,16.0
SYN-0105,0.8495181981428953,0.7183354599751205,20.403150938073182,2.782740242857707,112.35216940263697,6.741717397728513,0.8658606531281884,0.6,2.2523395236572306,1.5,0.6,3.0,60.0,16.0
SYN-0106,0.9730434715792262,0.8840132311887694,25.418981165731363,5.028416721222251,172.94340961092854,6.649691637840497,0.9197939218474522,1.0,1.0454594872342975,1.5,0.6,3.0,60.0,16.0
SYN-0107,1.3632654268484286,1.1504220704948218,23.185904002443284,8.10813803021702,127.80857708674372,5.715177073096066,3.5931876980967545,2.0,2.658643103428396,1.5,0.6,3.0,60.0,16.0
SYN-0108,0.9625030591256669,0.7340442318259667,1.9979882827995175,4.2327055592617135,204.64576094116663,5.792102192482277,2.2368743946092144,2.0,4.359595622576118,1.5,0.6,3.0,60.0,16.0
SYN-0109,1.0560473830031174,0.4781679500416512,9.935949611842016,5.051658696215144,256.9271531538014,5.883173885057645,0.7731884870553182,3.0,1.914977152021256,1.5,0.6,3.0,60.0,16.0
SYN-0110,1.4775306779215969,0.5218394376544618,38.79826703697182,5.683651049481498,108.69668953462099,5.655465571390572,3.3772859352154248,3.0,1.5337726737807875,1.5,0.6,3.0,60.0,16.0
SYN-0111,0.7203252014672987,1.033904455655747,11.347462259546235,5.730669155934129,118.20537034760477,6.444479864997001,2.0638491695885235,3.0,4.08268112573903,1.5,0.6,3.0,60.0,16.0
SYN-0112,0.8122639385995287,0.8584087412190742,2.80552127137009,3.5347210519013736,173.28808787887147,5.0417825444728965,3.14464533747518,5.0,3.7734547424264013,1.5,0.6,3.0,60.0,16.0
SYN-0113,1.2810096784707892,1.0151352266971037,15.312709208473695,7.331081896180489,100.21786498028992,6.037504106813865,3.8704528542481014,2.0,1.472799039019189,1.5,0.6,3.0,60.0,16.0
SYN-0114,0.8826866948191459,0.3,22.33422216293714,4.106134720112578,173.5910085929815,6.132776686200944,3.067571971355947,2.0,5.699870003711369,1.5,0.6,3.0,60.0,16.0
SYN-0115,0.9875368508247262,0.6088194983548407,3.3864343819343006,3.350190709882826,205.7179278549581,6.988667808274294,4.253805048344303,5.0,6.5009436733945805,1.5,0.6,3.0,60.0,16.0
SYN-0116,1.6069630568979294,0.48408345762547395,27.18644876468839,3.7277028069108074,244.60999544710626,6.405301141942199,1.441455063569942,2.0,2.632959040288612,1.5,0.6,3.0,60.0,16.0
SYN-0117,0.6391320647996831,0.6253001595720035,53.49679932269027,6.127977439032542,210.79235496203515,6.571156522452528,1.7744970175307178,2.0,2.1861564599386796,1.5,0.6,3.0,60.0,16.0
SYN-0118,1.7250350554168392,1.264765416800011,5.068228588839651,7.4909968558531554,263.13894350619603,5.9416312143304175,0.687060684140851,3.0,0.17437598557463674,1.5,0.6,3.0,60.0,16.0
SYN-0119,1.7195173283672762,0.5147740952613076,8.897289663345747,5.234781936884213,236.983051697497,7.18361009450837,1.8907179119573942,3.0,2.2766676641321664,1.5,0.6,3.0,60.0,16.0
SYN-0120,1.343615821535381,1.0284506701684721,24.61511011200629,3.67071574814519,212.26750031533925,6.095963161063497,1.8703244363654365,1.0,1.7461553426471403,1.5,0.6,3.0,60.0,16.0
SYN-0121,1.7335539648719527,1.386807774714855,7.1862049199261016,4.85514956062033,148.98643028438815,6.11189303834489,1.1683792863212543,3.0,0.9323360628869399,1.5,0.6,3.0,60.0,16.0
SYN-0122,1.8538622110636924,0.8963486261922015,7.290864666839898,7.635114241318723,121.2453040950509,5.697978245684165,2.4966544144816867,2.0,2.2108680139754213,1.5,0.6,3.0,60.0,16.0
SYN-0123,1.8831262918328877,0.4088517629620519,8.938827055695441,4.7807425443106135,54.05287374432773,6.82855346518223,1.6284935075497602,3.0,2.178172919932585,1.5,0.6,3.0,60.0,16.0
SYN-0124,1.808015960727321,0.6292417740821794,2.140745274768248,6.826216491824846,107.7643117047836,7.020176867337361,2.037857109496265,1.0,0.01,1.5,0.6,3.0,60.0,16.0
SYN-0125,1.648384246739562,0.7835901181843618,6.408220660962774,6.559017009701188,166.54032961598162,7.990612147364487,1.044362615148683,2.0,0.7392713202592258,1.5,0.6,3.0,60.0,16.0
SYN-0126,1.5109761484090667,0.7506178327340012,7.925808598017785,7.3807275509217005,158.76526214338617,6.382163341714387,0.6570980151617543,2.0,3.914066111069877,1.5,0.6,3.0,60.0,16.0
SYN-0127,0.6485096463271292,1.1300515245135079,17.97031672511016,5.598118207727045,237.74336164596997,6.427638659503245,1.606704801184608,3.0,1.6177354873323493,1.5,0.6,3.0,60.0,16.0
SYN-0128,1.852493285116885,0.5491013857544886,28.293439802720137,7.43609296934774,191.54889516274437,6.479899276998803,3.7076930008965796,3.0,3.549467321772303,1.5,0.6,3.0,60.0,16.0
SYN-0129,0.6,0.8860438968469054,3.622585028537841,4.5482087780157965,257.24353339154413,6.953621103428015,3.3289878722194657,1.0,1.4337138189030303,1.5,0.6,3.0,60.0,16.0
SYN-0130,1.6928885165935337,0.786875731327315,27.86974722751956,7.582300722500047,197.81092462511913,7.669734656758162,2.634539663193459,2.0,0.4762393710973774,1.5,0.6,3.0,60.0,16.0
SYN-0131,1.3872535850111738,0.9595361071201307,60.0,5.738313796531379,105.01744427617984,6.1649826538665575,0.4066745619784431,2.0,2.7626187743917097,1.5,0.6,3.0,60.0,16.0
SYN-0132,1.168727059507449,1.5,30.696793026863208,5.858282438312337,76.01486684944501,7.411692123198852,1.7586463221527493,2.0,1.48687508891918,1.5,0.6,3.0,60.0,16.0
SYN-0133,1.2753807729372455,0.7136706089971514,5.248615876684936,5.78952093553525,68.08564444115034,6.620480633431985,0.8065926487723943,2.0,2.2747061952792875,1.5,0.6,3.0,60.0,16.0
SYN-0134,1.2056513487426372,0.7912143144387016,11.84840544113372,4.448257949841401,80.82002256309244,5.938529003829866,0.9989365239987645,2.0,5.005185044219589,1.5,0.6,3.0,60.0,16.0
SYN-0135,0.6836336892082314,1.2168886661945153,20.598169352452718,3.616559425274952,228.92128202367206,6.198179671657707,1.988046772253429,2.0,0.3720139085002713,1.5,0.6,3.0,60.0,16.0
SYN-0136,1.311217412786729,0.3733823950095015,60.0,5.500973010361941,104.82399529999238,7.683484519768474,0.9598472306474936,2.0,1.1495531650529478,1.5,0.6,3.0,60.0,16.0
SYN-0137,0.6,0.628422360065445,8.39817570590727,4.464053222373458,121.95276595158637,6.4022792415364895,2.2845063652248023,2.0,1.882227879477083,1.5,0.6,3.0,60.0,16.0
SYN-0138,1.4739857287094862,0.6717999163988053,14.274531120551453,6.1839049193271824,272.31770846975473,6.02219428029773,1.1496757489913798,1.0,3.8027564874805506,1.5,0.6,3.0,60.0,16.0
SYN-0139,1.8713302781209171,1.4742025550123496,5.331781979148173,3.900614745935213,228.64290421688096,7.536296290560323,1.455120042845459,2.0,0.7763303347050834,1.5,0.6,3.0,60.0,16.0
SYN-0140,0.6,0.7167329857812262,22.49939040445881,6.7157387952511876,166.9027556206947,6.633626997784763,4.405851390328081,3.0,0.9445024639420494,1.5,0.6,3.0,60.0,16.0
SYN-0141,0.7002571591160782,0.8592180591536843,3.1651025386520093,5.334409006790436,247.19561393693238,5.948979481551118,2.4978509387536345,1.0,3.078046106335708,1.5,0.6,3.0,60.0,16.0
